content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Kecewa banget dengan pilihan Kurir yang sekarang yang diharuskan dgn Spx oleh pihak Shopee, karena terlalu lambat hingga sering merugikan saat pembeli sedang butuh waktu cepat, lebih baik yang sebelumnya bisa pilih kurir sendiri, jika begini terus jadi bikin malas order disini lagi",1,Negatif,kecewa banget dengan pilihan kurir yang sekarang yang diharuskan dgn spx oleh pihak shopee karena terlalu lambat hingga sering merugikan saat pembeli sedang butuh waktu cepat lebih baik yang sebelumnya bisa pilih kurir sendiri jika begini terus jadi bikin malas order disini lagi,kecewa banget pilihan kurir diharuskan dgn spx shopee lambat merugikan pembeli butuh cepat pilih kurir bikin malas order,"['kecewa', 'banget', 'pilihan', 'kurir', 'diharuskan', 'dgn', 'spx', 'shopee', 'lambat', 'merugikan', 'pembeli', 'butuh', 'cepat', 'pilih', 'kurir', 'bikin', 'malas', 'order']",kecewa banget pilih kurir harus dgn spx shopee lambat rugi beli butuh cepat pilih kurir bikin malas order
"Saya sudah lama menggunakan shopee, awalnya senang banget menggunakan shopee, tapi pas 9.9 kemarin mau belanja tidak bisa sama sekali. Shopee minta verifikasi mulu, padahal biasanya tidak pernah seperti ini, satu kali cukup. Makin kesini makin ribet, pada akhirnya banyak yang lari ke apk sebelah, termasuk saya.",1,Negatif,saya sudah lama menggunakan shopee awalnya senang banget menggunakan shopee tapi pas  kemarin mau belanja tidak bisa sama sekali shopee minta verifikasi mulu padahal biasanya tidak pernah seperti ini satu kali cukup makin kesini makin ribet pada akhirnya banyak yang lari ke apk sebelah termasuk saya,shopee senang banget shopee pas kemarin belanja shopee verifikasi mulu kali kesini ribet lari apk sebelah,"['shopee', 'senang', 'banget', 'shopee', 'pas', 'kemarin', 'belanja', 'shopee', 'verifikasi', 'mulu', 'kali', 'kesini', 'ribet', 'lari', 'apk', 'sebelah']",shopee senang banget shopee pas kemarin belanja shopee verifikasi mulu kali kesini ribet lari apk belah
Sekarang shopee jadi lambat... entah itu yg salah siapa. Pastinya harusnya ada ketegasan dari shopee. Pesanan saya dari tanggal 07/09/2024 jam 13.07 s.d sekarang Tgl 16/09/2024 belum ada pegerakan di kirim. Status masih menunggu penjembutan/pengambilan oleh pihak Ekspedisi SPX... Saya order di tempat/apk online shop lain sudah pada sampai pesanan yang pesanan saya di tanggal yg sama...,1,Negatif,sekarang shopee jadi lambat entah itu yg salah siapa pastinya harusnya ada ketegasan dari shopee pesanan saya dari tanggal  jam  sd sekarang tgl  belum ada pegerakan di kirim status masih menunggu penjembutanpengambilan oleh pihak ekspedisi spx saya order di tempatapk online shop lain sudah pada sampai pesanan yang pesanan saya di tanggal yg sama,shopee lambat yg salah pastinya ketegasan shopee pesanan tanggal jam sd tgl pegerakan kirim status menunggu penjembutanpengambilan ekspedisi spx order tempatapk online shop pesanan pesanan tanggal yg,"['shopee', 'lambat', 'yg', 'salah', 'pastinya', 'ketegasan', 'shopee', 'pesanan', 'tanggal', 'jam', 'sd', 'tgl', 'pegerakan', 'kirim', 'status', 'menunggu', 'penjembutanpengambilan', 'ekspedisi', 'spx', 'order', 'tempatapk', 'online', 'shop', 'pesanan', 'pesanan', 'tanggal', 'yg']",shopee lambat yg salah pasti tegas shopee pesan tanggal jam sd tgl pegerakan kirim status tunggu penjembutanpengambilan ekspedisi spx order tempatapk online shop pesan pesan tanggal yg
Saya kasih rating 1 bintang karena kekecewaan saya terhadap pihak shoppe khususnya shoppe expres. gatau kenapa akhir akhir ini pengiriman menggunakan jasa ekspedisi shoppe expres nya bener bener lambat sekali.. paket sudah sampai di transit terakhir tp baru di antar ke alamat sampe seminggu padahal paket tsb mau di pake. saya kasih bintang 5 kembali jika sudah di perbaiki. trims,1,Negatif,saya kasih rating  bintang karena kekecewaan saya terhadap pihak shoppe khususnya shoppe expres gatau kenapa akhir akhir ini pengiriman menggunakan jasa ekspedisi shoppe expres nya bener bener lambat sekali paket sudah sampai di transit terakhir tp baru di antar ke alamat sampe seminggu padahal paket tsb mau di pake saya kasih bintang  kembali jika sudah di perbaiki trims,kasih rating bintang kekecewaan shoppe shoppe expres gatau pengiriman jasa ekspedisi shoppe expres nya bener bener lambat paket transit tp alamat sampe seminggu paket tsb pake kasih bintang perbaiki trims,"['kasih', 'rating', 'bintang', 'kekecewaan', 'shoppe', 'shoppe', 'expres', 'gatau', 'pengiriman', 'jasa', 'ekspedisi', 'shoppe', 'expres', 'nya', 'bener', 'bener', 'lambat', 'paket', 'transit', 'tp', 'alamat', 'sampe', 'seminggu', 'paket', 'tsb', 'pake', 'kasih', 'bintang', 'perbaiki', 'trims']",kasih rating bintang kecewa shoppe shoppe expres gatau kirim jasa ekspedisi shoppe expres nya bener bener lambat paket transit tp alamat sampe minggu paket tsb pake kasih bintang baik trims
Kalo mau pesanan 1 minggu baru datang.di sini tempat nya. Gk kya lazada 2-3 hari dah nyampe. Untuk diskon barang sama kualitas ok. Cuman pengiriman nya lelet banget. Kadang barang nya udah deket tapi di kirim nya ntah kapan. Malahan hampir 1 minggu baru nyampe.,1,Negatif,kalo mau pesanan  minggu baru datangdi sini tempat nya gk kya lazada  hari dah nyampe untuk diskon barang sama kualitas ok cuman pengiriman nya lelet banget kadang barang nya udah deket tapi di kirim nya ntah kapan malahan hampir  minggu baru nyampe,kalo pesanan minggu datangdi nya gk kya lazada dah nyampe diskon barang kualitas ok cuman pengiriman nya lelet banget kadang barang nya udah deket kirim nya ntah minggu nyampe,"['kalo', 'pesanan', 'minggu', 'datangdi', 'nya', 'gk', 'kya', 'lazada', 'dah', 'nyampe', 'diskon', 'barang', 'kualitas', 'ok', 'cuman', 'pengiriman', 'nya', 'lelet', 'banget', 'kadang', 'barang', 'nya', 'udah', 'deket', 'kirim', 'nya', 'ntah', 'minggu', 'nyampe']",kalo pesan minggu datangdi nya gk kya lazada dah nyampe diskon barang kualitas ok cuman kirim nya lelet banget kadang barang nya udah deket kirim nya ntah minggu nyampe
Tolong ya diperbaiki aplikasi shopping nya soalnya klo masuk login suka ngelek tiba2 aja keluar dari aplikasi tolong diperbaiki LG bagi yang bersangkutan. Saya kadang kesel klo lg lihat2 gambar barang tiba-tiba keluar dari aplikasi begitu saja,3,,tolong ya diperbaiki aplikasi shopping nya soalnya klo masuk login suka ngelek tiba aja keluar dari aplikasi tolong diperbaiki lg bagi yang bersangkutan saya kadang kesel klo lg lihat gambar barang tibatiba keluar dari aplikasi begitu saja,tolong ya diperbaiki aplikasi shopping nya klo masuk login suka ngelek aja aplikasi tolong diperbaiki lg bersangkutan kadang kesel klo lg lihat gambar barang tibatiba aplikasi,"['tolong', 'ya', 'diperbaiki', 'aplikasi', 'shopping', 'nya', 'klo', 'masuk', 'login', 'suka', 'ngelek', 'aja', 'aplikasi', 'tolong', 'diperbaiki', 'lg', 'bersangkutan', 'kadang', 'kesel', 'klo', 'lg', 'lihat', 'gambar', 'barang', 'tibatiba', 'aplikasi']",tolong ya baik aplikasi shopping nya klo masuk login suka ngelek aja aplikasi tolong baik lg sangkut kadang kesel klo lg lihat gambar barang tibatiba aplikasi
"Sekarang banyak banget biaya yang dikeluarkan seller. Buyer juga"". Seller nyari untung 5rb dari shopee. 5rb ini untuk biaya packing, internet dan transport (karena di sini gabisa pickup jadi harus antar ke gerai) mana gerainya jauh. Eehh potongan dari shopee lebih dari 5rb. Jadi harus nombok buat ganti harga jual yang minus. Biaya operasional pun dari uang pribadi. Bukan keuntungan",1,Negatif,sekarang banyak banget biaya yang dikeluarkan seller buyer juga seller nyari untung rb dari shopee rb ini untuk biaya packing internet dan transport karena di sini gabisa pickup jadi harus antar ke gerai mana gerainya jauh eehh potongan dari shopee lebih dari rb jadi harus nombok buat ganti harga jual yang minus biaya operasional pun dari uang pribadi bukan keuntungan,banget biaya dikeluarkan seller buyer seller nyari untung rb shopee rb biaya packing internet transport gabisa pickup gerai gerainya eehh potongan shopee rb nombok ganti harga jual minus biaya operasional uang pribadi keuntungan,"['banget', 'biaya', 'dikeluarkan', 'seller', 'buyer', 'seller', 'nyari', 'untung', 'rb', 'shopee', 'rb', 'biaya', 'packing', 'internet', 'transport', 'gabisa', 'pickup', 'gerai', 'gerainya', 'eehh', 'potongan', 'shopee', 'rb', 'nombok', 'ganti', 'harga', 'jual', 'minus', 'biaya', 'operasional', 'uang', 'pribadi', 'keuntungan']",banget biaya keluar seller buyer seller nyari untung rb shopee rb biaya packing internet transport gabisa pickup gerai gerai eehh potong shopee rb nombok ganti harga jual minus biaya operasional uang pribadi untung
"Update terbaru sudah! Jaringan full 4G lte! Clear cache sudah!!!! Tolong kenapa iyah tetap ajah banyak mal fungsi diantaranya: #gak bisa live chat!!!??? #gak bisa nonton live shopee!!!??? #gak bisa transaksi dengan shopepay!!!??? Yang ada cuma muncul buffring white screen dan tulisan "" sedang mendownload fitur ""!!!!, padahal di pake nonton video shopee lancar??? Tolong segera di atasi pihak development untuk unit xiaomi Civi2!!!????",1,Negatif,update terbaru sudah jaringan full g lte clear cache sudah tolong kenapa iyah tetap ajah banyak mal fungsi diantaranya gak bisa live chat gak bisa nonton live shopee gak bisa transaksi dengan shopepay yang ada cuma muncul buffring white screen dan tulisan  sedang mendownload fitur  padahal di pake nonton video shopee lancar tolong segera di atasi pihak development untuk unit xiaomi civi,update terbaru jaringan full g lte clear cache tolong iyah ajah mal fungsi gak live chat gak nonton live shopee gak transaksi shopepay muncul buffring white screen tulisan mendownload fitur pake nonton video shopee lancar tolong atasi development unit xiaomi civi,"['update', 'terbaru', 'jaringan', 'full', 'g', 'lte', 'clear', 'cache', 'tolong', 'iyah', 'ajah', 'mal', 'fungsi', 'gak', 'live', 'chat', 'gak', 'nonton', 'live', 'shopee', 'gak', 'transaksi', 'shopepay', 'muncul', 'buffring', 'white', 'screen', 'tulisan', 'mendownload', 'fitur', 'pake', 'nonton', 'video', 'shopee', 'lancar', 'tolong', 'atasi', 'development', 'unit', 'xiaomi', 'civi']",update baru jaring full g lte clear cache tolong iyah ajah mal fungsi gak live chat gak nonton live shopee gak transaksi shopepay muncul buffring white screen tulis mendownload fitur pake nonton video shopee lancar tolong atas development unit xiaomi civi
"Sangat disayangkan, terlalu memaksakan kehendak dengan harus memakai SPX,. 🥲 ||| Harusnya dibanahi dulu pelayanan expedisinya lalu aplikasi shopee-nya, Jangan shopee-nya dulu baru expedisinya. ||| Karna sudah jelas expedisinya bobrok gak konsisten malah jasa expedisi lain di anak tirikan. ||| Dikomplain pengiriman lama alasannya overload, sekelas perusahaan shopee membuat pernyataan seperti itu, yang tanpa kesadaran adalah ulah dari pihaknya sendiri.",1,Negatif,sangat disayangkan terlalu memaksakan kehendak dengan harus memakai spx   harusnya dibanahi dulu pelayanan expedisinya lalu aplikasi shopeenya jangan shopeenya dulu baru expedisinya  karna sudah jelas expedisinya bobrok gak konsisten malah jasa expedisi lain di anak tirikan  dikomplain pengiriman lama alasannya overload sekelas perusahaan shopee membuat pernyataan seperti itu yang tanpa kesadaran adalah ulah dari pihaknya sendiri,disayangkan memaksakan kehendak memakai spx dibanahi pelayanan expedisinya aplikasi shopeenya shopeenya expedisinya karna expedisinya bobrok gak konsisten jasa expedisi anak tirikan dikomplain pengiriman alasannya overload sekelas perusahaan shopee pernyataan kesadaran ulah,"['disayangkan', 'memaksakan', 'kehendak', 'memakai', 'spx', 'dibanahi', 'pelayanan', 'expedisinya', 'aplikasi', 'shopeenya', 'shopeenya', 'expedisinya', 'karna', 'expedisinya', 'bobrok', 'gak', 'konsisten', 'jasa', 'expedisi', 'anak', 'tirikan', 'dikomplain', 'pengiriman', 'alasannya', 'overload', 'sekelas', 'perusahaan', 'shopee', 'pernyataan', 'kesadaran', 'ulah']",sayang paksa hendak pakai spx dibanahi layan expedisinya aplikasi shopeenya shopeenya expedisinya karna expedisinya bobrok gak konsisten jasa expedisi anak tiri komplain kirim alas overload kelas usaha shopee nyata sadar ulah
"Untuk sementara saya naikkan bintang 3, karena ada fitur pada pencarian, pilihan ""barang tidak sesuai"" ini saya apresiasi BAIK, Tetapi hanya dapat memilih satu persatu ini kurang efektif soalnya banyak barang tidak sesuai yang dicari, sehubungan fitur ini penting,,,kiranya dapat menambahkan kotak centang agar dapat memilih banyak barang yg tidak sesuai pencarian dengan mudah,,,agar dapat membantu mesin pencarian Shopee dapat lebih sesuai dalam pencarian. Semoga Jadi Perhatian Thanks 👍",3,,untuk sementara saya naikkan bintang  karena ada fitur pada pencarian pilihan barang tidak sesuai ini saya apresiasi baik tetapi hanya dapat memilih satu persatu ini kurang efektif soalnya banyak barang tidak sesuai yang dicari sehubungan fitur ini pentingkiranya dapat menambahkan kotak centang agar dapat memilih banyak barang yg tidak sesuai pencarian dengan mudahagar dapat membantu mesin pencarian shopee dapat lebih sesuai dalam pencarian semoga jadi perhatian thanks ,naikkan bintang fitur pencarian pilihan barang sesuai apresiasi memilih persatu efektif barang sesuai dicari sehubungan fitur pentingkiranya kotak centang memilih barang yg sesuai pencarian mudahagar membantu mesin pencarian shopee sesuai pencarian semoga perhatian thanks,"['naikkan', 'bintang', 'fitur', 'pencarian', 'pilihan', 'barang', 'sesuai', 'apresiasi', 'memilih', 'persatu', 'efektif', 'barang', 'sesuai', 'dicari', 'sehubungan', 'fitur', 'pentingkiranya', 'kotak', 'centang', 'memilih', 'barang', 'yg', 'sesuai', 'pencarian', 'mudahagar', 'membantu', 'mesin', 'pencarian', 'shopee', 'sesuai', 'pencarian', 'semoga', 'perhatian', 'thanks']",naik bintang fitur cari pilih barang sesuai apresiasi pilih satu efektif barang sesuai cari hubung fitur pentingkiranya kotak centang pilih barang yg sesuai cari mudahagar bantu mesin cari shopee sesuai cari moga perhati thanks
"Kurang bagus ,dan iklan nya cukup banyak serta kita kalo ngerotasiin layarnya langsung keliatan setengah doang layarnya,jadi kita harus terus tegak hp nya jadi bikin maher,males, capek ,iklannya tolong dikurabgin dan perbaikin apa yg ku bilang klo udah bgus ku tambahin bintangnya",1,Negatif,kurang bagus dan iklan nya cukup banyak serta kita kalo ngerotasiin layarnya langsung keliatan setengah doang layarnyajadi kita harus terus tegak hp nya jadi bikin mahermales capek iklannya tolong dikurabgin dan perbaikin apa yg ku bilang klo udah bgus ku tambahin bintangnya,bagus iklan nya kalo ngerotasiin layarnya langsung keliatan doang layarnyajadi tegak hp nya bikin mahermales capek iklannya tolong dikurabgin perbaikin yg ku bilang klo udah bgus ku tambahin bintangnya,"['bagus', 'iklan', 'nya', 'kalo', 'ngerotasiin', 'layarnya', 'langsung', 'keliatan', 'doang', 'layarnyajadi', 'tegak', 'hp', 'nya', 'bikin', 'mahermales', 'capek', 'iklannya', 'tolong', 'dikurabgin', 'perbaikin', 'yg', 'ku', 'bilang', 'klo', 'udah', 'bgus', 'ku', 'tambahin', 'bintangnya']",bagus iklan nya kalo ngerotasiin layar langsung liat doang layarnyajadi tegak hp nya bikin mahermales capek iklan tolong dikurabgin perbaikin yg ku bilang klo udah bgus ku tambahin bintang
"Kecewa dengan aplikasi shopee sekarang, sudah tidak bisa memilih jasa kurir lagi, biasanya saya bisa memilih kurir yang cepat, sekaramg malah memdapat jasa kurir yang lambat, kecewa sekali!",1,Negatif,kecewa dengan aplikasi shopee sekarang sudah tidak bisa memilih jasa kurir lagi biasanya saya bisa memilih kurir yang cepat sekaramg malah memdapat jasa kurir yang lambat kecewa sekali,kecewa aplikasi shopee memilih jasa kurir memilih kurir cepat sekaramg memdapat jasa kurir lambat kecewa,"['kecewa', 'aplikasi', 'shopee', 'memilih', 'jasa', 'kurir', 'memilih', 'kurir', 'cepat', 'sekaramg', 'memdapat', 'jasa', 'kurir', 'lambat', 'kecewa']",kecewa aplikasi shopee pilih jasa kurir pilih kurir cepat sekaramg memdapat jasa kurir lambat kecewa
"Dari seluruh ulasan yang ada mayoritas problemnya di jasa ekspedisi yang sekarang ditentukan oleh pihak Shopee. Padahal shopee banyak digunakan karena fleksibel, bisa pilih jasa ekspedisi sesuai keinginan pembeli. Mudah mudahan pihak shopee segera mengembalikan fitur jasa ekspedisi seperti dulu agar customernya gak pada lari ke app sebelah",1,Negatif,dari seluruh ulasan yang ada mayoritas problemnya di jasa ekspedisi yang sekarang ditentukan oleh pihak shopee padahal shopee banyak digunakan karena fleksibel bisa pilih jasa ekspedisi sesuai keinginan pembeli mudah mudahan pihak shopee segera mengembalikan fitur jasa ekspedisi seperti dulu agar customernya gak pada lari ke app sebelah,ulasan mayoritas problemnya jasa ekspedisi ditentukan shopee shopee fleksibel pilih jasa ekspedisi sesuai pembeli mudah mudahan shopee mengembalikan fitur jasa ekspedisi customernya gak lari app sebelah,"['ulasan', 'mayoritas', 'problemnya', 'jasa', 'ekspedisi', 'ditentukan', 'shopee', 'shopee', 'fleksibel', 'pilih', 'jasa', 'ekspedisi', 'sesuai', 'pembeli', 'mudah', 'mudahan', 'shopee', 'mengembalikan', 'fitur', 'jasa', 'ekspedisi', 'customernya', 'gak', 'lari', 'app', 'sebelah']",ulas mayoritas problem jasa ekspedisi tentu shopee shopee fleksibel pilih jasa ekspedisi sesuai beli mudah mudah shopee kembali fitur jasa ekspedisi customernya gak lari app belah
"Sangat kecewa dgn Shopee sekarang, seakan memonopoli expedisi..Rekomendasi dari shopee hanya tertuju pada expedisi SPX saja, saran saya gunakan expedisi lain supaya paket tidak terlalu lama sampai ketempat tujuan.. (SPX JELEK) Pengiriman lambat",1,Negatif,sangat kecewa dgn shopee sekarang seakan memonopoli expedisirekomendasi dari shopee hanya tertuju pada expedisi spx saja saran saya gunakan expedisi lain supaya paket tidak terlalu lama sampai ketempat tujuan spx jelek pengiriman lambat,kecewa dgn shopee seakan memonopoli expedisirekomendasi shopee expedisi spx saran expedisi paket ketempat tujuan spx jelek pengiriman lambat,"['kecewa', 'dgn', 'shopee', 'seakan', 'memonopoli', 'expedisirekomendasi', 'shopee', 'expedisi', 'spx', 'saran', 'expedisi', 'paket', 'ketempat', 'tujuan', 'spx', 'jelek', 'pengiriman', 'lambat']",kecewa dgn shopee akan monopoli expedisirekomendasi shopee expedisi spx saran expedisi paket tempat tuju spx jelek kirim lambat
"Kembalikan shopee seperti dulu, sekarang gak bisa pilih expedisi, otomatis lgsg ke SPX, biasanya sy lebih suka pke J&T lebih satset klw kirim paket. SPX lama ngirimnya, diantar ke alamat tujuan dari pagi smpe rumah jam 19.30.",3,,kembalikan shopee seperti dulu sekarang gak bisa pilih expedisi otomatis lgsg ke spx biasanya sy lebih suka pke jt lebih satset klw kirim paket spx lama ngirimnya diantar ke alamat tujuan dari pagi smpe rumah jam ,kembalikan shopee gak pilih expedisi otomatis lgsg spx sy suka pke jt satset klw kirim paket spx ngirimnya diantar alamat tujuan pagi smpe rumah jam,"['kembalikan', 'shopee', 'gak', 'pilih', 'expedisi', 'otomatis', 'lgsg', 'spx', 'sy', 'suka', 'pke', 'jt', 'satset', 'klw', 'kirim', 'paket', 'spx', 'ngirimnya', 'diantar', 'alamat', 'tujuan', 'pagi', 'smpe', 'rumah', 'jam']",kembali shopee gak pilih expedisi otomatis lgsg spx sy suka pke jt satset klw kirim paket spx ngirimnya antar alamat tuju pagi smpe rumah jam
"Ekpedisi spx sekarang lelet banget.. Spx hemat ,regular ataupun express point sama aja semua. Reguler biasanya 3 ato 4 hari sudah sampai,ini paling cepat seminggu baru sampai.. Mana sekarang ekspedisi tidak bisa dipilih agi.. Mengecewakan.",2,Negatif,ekpedisi spx sekarang lelet banget spx hemat regular ataupun express point sama aja semua reguler biasanya  ato  hari sudah sampaiini paling cepat seminggu baru sampai mana sekarang ekspedisi tidak bisa dipilih agi mengecewakan,ekpedisi spx lelet banget spx hemat regular express point aja reguler ato sampaiini cepat seminggu ekspedisi dipilih agi mengecewakan,"['ekpedisi', 'spx', 'lelet', 'banget', 'spx', 'hemat', 'regular', 'express', 'point', 'aja', 'reguler', 'ato', 'sampaiini', 'cepat', 'seminggu', 'ekspedisi', 'dipilih', 'agi', 'mengecewakan']",ekpedisi spx lelet banget spx hemat regular express point aja reguler ato sampaiini cepat minggu ekspedisi pilih agi kecewa
Parah sih jadi RUGI gara gara di back pas checkout Shopee food trus vouchernya ilang. Coba dong diupdate biar kalo pas checkout voucher terbaiknya otomatis terpasang. Terus selain itu ada restoran yang masuk daftar gratis ongkir extra tapi paket voucher extra nya ga bisa dipake yang 10rb. Truus juga soal paket voucher ongkir seharusnya otomatis terpasang kalo sudah terpenuhi kan jadi RUGI klo lupa,1,Negatif,parah sih jadi rugi gara gara di back pas checkout shopee food trus vouchernya ilang coba dong diupdate biar kalo pas checkout voucher terbaiknya otomatis terpasang terus selain itu ada restoran yang masuk daftar gratis ongkir extra tapi paket voucher extra nya ga bisa dipake yang rb truus juga soal paket voucher ongkir seharusnya otomatis terpasang kalo sudah terpenuhi kan jadi rugi klo lupa,parah sih rugi gara gara back pas checkout shopee food trus vouchernya ilang coba diupdate biar kalo pas checkout voucher terbaiknya otomatis terpasang restoran masuk daftar gratis ongkir extra paket voucher extra nya ga dipake rb truus paket voucher ongkir otomatis terpasang kalo terpenuhi rugi klo lupa,"['parah', 'sih', 'rugi', 'gara', 'gara', 'back', 'pas', 'checkout', 'shopee', 'food', 'trus', 'vouchernya', 'ilang', 'coba', 'diupdate', 'biar', 'kalo', 'pas', 'checkout', 'voucher', 'terbaiknya', 'otomatis', 'terpasang', 'restoran', 'masuk', 'daftar', 'gratis', 'ongkir', 'extra', 'paket', 'voucher', 'extra', 'nya', 'ga', 'dipake', 'rb', 'truus', 'paket', 'voucher', 'ongkir', 'otomatis', 'terpasang', 'kalo', 'terpenuhi', 'rugi', 'klo', 'lupa']",parah sih rugi gara gara back pas checkout shopee food trus vouchernya ilang coba diupdate biar kalo pas checkout voucher baik otomatis pasang restoran masuk daftar gratis ongkir extra paket voucher extra nya ga dipake rb truus paket voucher ongkir otomatis pasang kalo penuh rugi klo lupa
"Ada apa dengan SPinjam, 2x Pinjaman cair terus.. Pembayaran juga tidak pernah telat.. knp pas lagi butuh dana. Ajukan pinjaman ke 3 ko di tolak dgn alasan kredit skor saya tidak baik.. Sedangkan shopee meter saya berada di angka 625.. Terus Spaylater saya malah dapat limit tambahan.. Tolong donk pihak shoope d perbaiki sistem SPinjam nya.. kalau sudah di perbaiki saya kembalikan ke bintang 5",3,,ada apa dengan spinjam x pinjaman cair terus pembayaran juga tidak pernah telat knp pas lagi butuh dana ajukan pinjaman ke  ko di tolak dgn alasan kredit skor saya tidak baik sedangkan shopee meter saya berada di angka  terus spaylater saya malah dapat limit tambahan tolong donk pihak shoope d perbaiki sistem spinjam nya kalau sudah di perbaiki saya kembalikan ke bintang ,spinjam x pinjaman cair pembayaran telat knp pas butuh dana ajukan pinjaman ko tolak dgn alasan kredit skor shopee meter angka spaylater limit tambahan tolong donk shoope d perbaiki sistem spinjam nya perbaiki kembalikan bintang,"['spinjam', 'x', 'pinjaman', 'cair', 'pembayaran', 'telat', 'knp', 'pas', 'butuh', 'dana', 'ajukan', 'pinjaman', 'ko', 'tolak', 'dgn', 'alasan', 'kredit', 'skor', 'shopee', 'meter', 'angka', 'spaylater', 'limit', 'tambahan', 'tolong', 'donk', 'shoope', 'd', 'perbaiki', 'sistem', 'spinjam', 'nya', 'perbaiki', 'kembalikan', 'bintang']",spinjam x pinjam cair bayar telat knp pas butuh dana aju pinjam ko tolak dgn alas kredit skor shopee meter angka spaylater limit tambah tolong donk shoope d baik sistem spinjam nya baik kembali bintang
"Tolong untuk opsi filter pencarian nya kalau bisa kota/kabupaten (ex. Banyumas, kediri, brebes, dll) biar tahu mana yg paling dekat dengan alamat.. kalau provinsi terlalu luas (jateng, jatim, dll). Tolong lah kan toko jugan nampilin alamatnya pke kota/kab. bukan provinsi",3,,tolong untuk opsi filter pencarian nya kalau bisa kotakabupaten ex banyumas kediri brebes dll biar tahu mana yg paling dekat dengan alamat kalau provinsi terlalu luas jateng jatim dll tolong lah kan toko jugan nampilin alamatnya pke kotakab bukan provinsi,tolong opsi filter pencarian nya kotakabupaten ex banyumas kediri brebes dll biar yg alamat provinsi luas jateng jatim dll tolong toko jugan nampilin alamatnya pke kotakab provinsi,"['tolong', 'opsi', 'filter', 'pencarian', 'nya', 'kotakabupaten', 'ex', 'banyumas', 'kediri', 'brebes', 'dll', 'biar', 'yg', 'alamat', 'provinsi', 'luas', 'jateng', 'jatim', 'dll', 'tolong', 'toko', 'jugan', 'nampilin', 'alamatnya', 'pke', 'kotakab', 'provinsi']",tolong opsi filter cari nya kotakabupaten ex banyumas diri brebes dll biar yg alamat provinsi luas jateng jatim dll tolong toko jugan nampilin alamat pke kotakab provinsi
"Bagus sih bisa buat belanja tapi iklan nya meresahkan. g di pencet malah masuk sendiri ke aplikasi nya. Saya sudah geregetan sama iklan nya yang memaksa. jadi tolong ya, di kondisikan itu iklan nya🙏",3,,bagus sih bisa buat belanja tapi iklan nya meresahkan g di pencet malah masuk sendiri ke aplikasi nya saya sudah geregetan sama iklan nya yang memaksa jadi tolong ya di kondisikan itu iklan nya,bagus sih belanja iklan nya meresahkan g pencet masuk aplikasi nya geregetan iklan nya memaksa tolong ya kondisikan iklan nya,"['bagus', 'sih', 'belanja', 'iklan', 'nya', 'meresahkan', 'g', 'pencet', 'masuk', 'aplikasi', 'nya', 'geregetan', 'iklan', 'nya', 'memaksa', 'tolong', 'ya', 'kondisikan', 'iklan', 'nya']",bagus sih belanja iklan nya resah g pencet masuk aplikasi nya gereget iklan nya paksa tolong ya kondisi iklan nya
Shoppe skrg jaringannya lelet banget dan sekarang pelayanannya buruk sekali..!!. Pesanan tdk sampe ke tujuan. Di lacak posisi pesanan kita tdk jelas. Dan proses pengembalian barang / dana lama sekali hampir sebulan.,1,Negatif,shoppe skrg jaringannya lelet banget dan sekarang pelayanannya buruk sekali pesanan tdk sampe ke tujuan di lacak posisi pesanan kita tdk jelas dan proses pengembalian barang  dana lama sekali hampir sebulan,shoppe skrg jaringannya lelet banget pelayanannya buruk pesanan tdk sampe tujuan lacak posisi pesanan tdk proses pengembalian barang dana sebulan,"['shoppe', 'skrg', 'jaringannya', 'lelet', 'banget', 'pelayanannya', 'buruk', 'pesanan', 'tdk', 'sampe', 'tujuan', 'lacak', 'posisi', 'pesanan', 'tdk', 'proses', 'pengembalian', 'barang', 'dana', 'sebulan']",shoppe skrg jaring lelet banget layan buruk pesan tdk sampe tuju lacak posisi pesan tdk proses kembali barang dana bulan
"kecewa sama kebijakan baru, bisa milih expedisi tp berbayar jika bukan yg rekomendasi dr shopee. Sedangkan SPX itu lama bgt, pengiriman sama2 dr Jakbar musti muter dulu ke Cakung DC. Dilacak udh menuju alamat penerima tau2 berubah lagi",3,,kecewa sama kebijakan baru bisa milih expedisi tp berbayar jika bukan yg rekomendasi dr shopee sedangkan spx itu lama bgt pengiriman sama dr jakbar musti muter dulu ke cakung dc dilacak udh menuju alamat penerima tau berubah lagi,kecewa kebijakan milih expedisi tp berbayar yg rekomendasi dr shopee spx bgt pengiriman dr jakbar musti muter cakung dc dilacak udh alamat penerima tau berubah,"['kecewa', 'kebijakan', 'milih', 'expedisi', 'tp', 'berbayar', 'yg', 'rekomendasi', 'dr', 'shopee', 'spx', 'bgt', 'pengiriman', 'dr', 'jakbar', 'musti', 'muter', 'cakung', 'dc', 'dilacak', 'udh', 'alamat', 'penerima', 'tau', 'berubah']",kecewa bijak milih expedisi tp bayar yg rekomendasi dr shopee spx bgt kirim dr jakbar musti muter cakung dc lacak udh alamat terima tau ubah
